Gid,Fid,Same_identity
100004305310324263100,100005322515684,1
100007043329073558846,100007240952467,1
100011006408970594453,100003225546111,1
100011006408970594453,575832592,0
100017159406033127964,100006410917837,0
100017159406033127964,1517021805,1
100018244333411218505,1834317084,1
100026451336474501696,100002017024804,0
100026451336474501696,1200958022,0
100026451336474501696,1258616359,1
100032443555463589505,100003755671702,0
100032443555463589505,1353684764,1
100032663547728132711,100001726544854,0
100032663547728132711,1532283151,1
100035386540658213018,100002954390804,0
100035386540658213018,100003284647041,1
100038076026282587764,100003075306601,0
100038076026282587764,100006553683143,1
100038076026282587764,652204885,0
100038329597391821242,1538271396,1
100047359409823311452,547355822,1
100049025184711850584,1813051424,1
100050116203557164994,766654999,1
100051109578442486064,1331376982,0
100051109578442486064,663906011,1
100052184008424442315,695909085,0
100052184008424442315,810264813,1
100062453126908063417,1199864440,1
100071081969519509281,100003231933022,0
100071081969519509281,1547946361,0
100071081969519509281,1745006588,0
100071081969519509281,589004516,1
100078665586822753053,1160401674,1
100078665586822753053,45702432,0
100079513615022088413,604381919,1
100079839595321123783,1840983100,1
100084474720302948036,1547180830,1
100084481281898877445,1621869610,1
100086165095319820435,1155510003,1
100086165095319820435,1734785943,0
100086165095319820435,569721444,0
100097245301212315149,100001980775389,1
100097245301212315149,1413946422,0
100097669613760440442,1442706469,1
100097671139060476421,1842065409,1
100102230247115193162,507644147,1
100109206268779665928,100001625344010,1
100109206268779665928,100002113476070,0
100109206268779665928,100002336622277,0
100109206268779665928,100002406006587,0
100109206268779665928,100002641633738,0
100109206268779665928,1331867399,0
100109465456901625449,1822590754,1
100109504614575275438,100003844980109,1
100112562828301113020,1385901806,1
100112672997166448938,100001634326060,1
100112672997166448938,100003125599559,0
100112672997166448938,1450548426,0
100112672997166448938,1627847232,0
100112672997166448938,716268230,0
100114597877733930186,1240681612,1
100114597877733930186,1253212218,0
100114597877733930186,586050016,0
100115195233155888669,100006484177928,1
100116320598644122788,1808634782,1
100118710465415072392,629952225,1
100119938362225348675,1202435485,0
100119938362225348675,635219527,1
100122652502014887224,100002360192816,0
100122652502014887224,1135174051,1
100123872405713381828,785863185,1
